 1906.0027   3.92870    
 1906.0055   1.78162    
 1906.0082  -1.27365    
 1906.0110  -1.25493    
 1906.0137  -1.26403    
 1906.0165 -0.386400    
 1906.0192  -1.34890    
 1906.0220  -1.42031    
 1906.0247  -1.48730    
 1906.0273  0.264730    
 1906.0302  -1.58257    
 1906.0328  -1.61492    
 1906.0356 -0.540417    
 1906.0383   4.26212    
 1906.0411   1.27767    
 1906.0438   3.62410    
 1906.0466  -1.50762    
 1906.0493  0.562504    
 1906.0520  -1.40605    
 1906.0548  -1.41030    
 1906.0575   5.54278    
 1906.0603   5.77259    
 1906.0630   5.10504    
 1906.0658  -1.65402    
 1906.0685  -1.71078    
 1906.0713  -1.66310    
 1906.0740  -1.82325    
 1906.0767  -1.89743    
 1906.0795 -0.278823    
 1906.0822   2.46352    
 1906.0850  -2.05855    
 1906.0876 -0.564557    
 1906.0905   1.13215    
 1906.0931 -0.746294    
 1906.0959  -2.04225    
 1906.0986  -2.05340    
 1906.1013   1.93498    
 1906.1041  -2.07021    
 1906.1068 -0.902175    
 1906.1096  -2.14088    
 1906.1123  -1.10533    
 1906.1151   1.11975    
 1906.1178   2.11793    
 1906.1206 -0.758000    
 1906.1233 -0.426632    
 1906.1260  -1.69154    
 1906.1288  -2.66063    
 1906.1315  -2.70298    
 1906.1343  -2.77667    
 1906.1370  -2.84540    
 1906.1398 -0.902491    
 1906.1425   1.94979    
 1906.1453  -1.80389    
 1906.1479  -3.02544    
 1906.1506  -3.01821    
 1906.1534  -2.60498    
 1906.1561  -2.98106    
 1906.1589  0.759721    
 1906.1616   1.12435    
 1906.1644  -2.42948    
 1906.1671 -0.811529    
 1906.1699  -3.20131    
 1906.1726   3.93190    
 1906.1753   1.10278    
 1906.1781   4.37711    
 1906.1808  -3.34557    
 1906.1836 -0.187026    
 1906.1863   2.76010    
 1906.1891  -3.50904    
 1906.1918  -3.58473    
 1906.1946  0.492104    
 1906.1973   2.80313    
 1906.2000  -3.57983    
 1906.2028  -3.54303    
 1906.2054  -1.32017    
 1906.2083  -3.55791    
 1906.2109   1.42929    
 1906.2137   2.67861    
 1906.2164   1.29562    
 1906.2192 -0.648244    
 1906.2219  0.321388E-01
 1906.2246  -4.29760    
 1906.2274  -4.27868    
 1906.2301  -4.24271    
 1906.2329  0.961460    
 1906.2356  -3.63078    
 1906.2384 -0.381670    
 1906.2411  -3.55089    
 1906.2439  -4.39367    
 1906.2466  -2.63503    
 1906.2493   6.31419    
 1906.2521   6.66125    
 1906.2548   6.40710    
 1906.2576   4.18035    
 1906.2603   6.16393    
