 1906.0027   1.15427    
 1906.0055  -1.23156    
 1906.0082  -1.13628    
 1906.0110  -1.25026    
 1906.0137  -1.27370    
 1906.0165  0.197670    
 1906.0192  -1.34877    
 1906.0220  0.942609E-01
 1906.0247  0.257044E-01
 1906.0273  0.662644    
 1906.0302  -1.61103    
 1906.0328  -1.69405    
 1906.0356   4.64650    
 1906.0383   3.91969    
 1906.0411   4.10442    
 1906.0438  0.413948    
 1906.0466  -1.73597    
 1906.0493  -1.60132    
 1906.0520  0.706157    
 1906.0548  -1.71026    
 1906.0575   1.55009    
 1906.0603   2.39590    
 1906.0630   2.84859    
 1906.0658  -1.90452    
 1906.0685  -1.93117    
 1906.0713  -1.95103    
 1906.0740  -1.98494    
 1906.0767  -2.01301    
 1906.0795   1.87840    
 1906.0822  0.562574    
 1906.0850  -2.04157    
 1906.0876  -2.03200    
 1906.0905 -0.529252    
 1906.0931   2.36052    
 1906.0959  -1.27492    
 1906.0986  -2.11318    
 1906.1013  -2.15899    
 1906.1041  -2.21012    
 1906.1068  -1.45624    
 1906.1096  -2.27659    
 1906.1123 -0.707687    
 1906.1151   2.63221    
 1906.1178  0.277774    
 1906.1206  -2.38268    
 1906.1233   5.35318    
 1906.1260  -1.42090    
 1906.1288  -2.64132    
 1906.1315  -2.68842    
 1906.1343  -1.21990    
 1906.1370  -2.76139    
 1906.1398  -2.39395    
 1906.1425  0.549148    
 1906.1453  -2.87186    
 1906.1479  -2.21075    
 1906.1506  -2.92466    
 1906.1534  -2.92313    
 1906.1561  -1.63123    
 1906.1589  -2.14423    
 1906.1616  -3.00479    
 1906.1644  -3.06911    
 1906.1671  -2.61085    
 1906.1699   4.92157    
 1906.1726   4.96647    
 1906.1753   4.92570    
 1906.1781   4.79475    
 1906.1808  0.910818    
 1906.1836   1.45624    
 1906.1863 -0.815722    
 1906.1891  -3.58080    
 1906.1918 -0.180348    
 1906.1946  -3.30181    
 1906.1973  -1.71826    
 1906.2000  -3.69270    
 1906.2028  -3.64943    
 1906.2054   3.33739    
 1906.2083 -0.122052    
 1906.2109 -0.314922    
 1906.2137  -1.96508    
 1906.2164 -0.148731    
 1906.2192  -1.03548    
 1906.2219 -0.723687    
 1906.2246  -3.91096    
 1906.2274  -2.28059    
 1906.2301  -1.22539    
 1906.2329  -2.59238    
 1906.2356   4.54198    
 1906.2384  -3.30167    
 1906.2411  -3.91757    
 1906.2439  -4.24031    
 1906.2466  -4.25099    
 1906.2493   4.67252    
 1906.2521   4.90157    
 1906.2548   4.78630    
 1906.2576  0.196872E-01
 1906.2603   4.41697    
 1906.2631   2.77781    
 1906.2657   3.82713    
 1906.2684   3.09736    
 1906.2712   3.93447    
 1906.2739   3.72341    
 1906.2767   3.30932    
 1906.2794 -0.166249E-01
 1906.2822  -4.45666    
 1906.2849   3.45906    
 1906.2877   3.90327    
 1906.2904   2.93099    
 1906.2931  -5.44278    
 1906.2959  -2.60779    
 1906.2986  -5.84553    
 1906.3014  -4.66115    
 1906.3041  -3.88052    
 1906.3069  0.137392    
 1906.3096   1.91464    
 1906.3124  -1.97440    
 1906.3151  -5.15436    
 1906.3177  -5.13718    
 1906.3206  -2.43659    
 1906.3232  -1.71645    
 1906.3260   1.52852    
 1906.3287  -3.82803    
 1906.3315   2.34908    
 1906.3342  -1.11704    
 1906.3370 -0.549182    
 1906.3397  -2.75899    
 1906.3424   3.58351    
 1906.3452   4.72797    
 1906.3479   3.92765    
 1906.3507   5.01624    
 1906.3534  -6.15868    
 1906.3562 -0.672974    
 1906.3589  0.879235    
 1906.3617  0.329844    
 1906.3644  -1.01082    
 1906.3671  -6.37850    
 1906.3699  -6.15426    
 1906.3726  -5.54365    
 1906.3754  -6.46473    
 1906.3781  -6.49012    
 1906.3809  -6.49440    
 1906.3835  -2.05903    
 1906.3864  -6.08977    
 1906.3890   1.12094    
 1906.3917  -5.14720    
 1906.3945  -1.54421    
 1906.3972  -4.55200    
 1906.4000  -6.34511    
 1906.4027   2.00724    
 1906.4055   2.54282    
 1906.4082 -0.267374    
