 1908.6666  -2.56209    
 1908.6694  -2.99139    
 1908.6721  -1.35247    
 1908.6748  -5.65294    
 1908.6776  -2.84360    
 1908.6803  -4.10980    
 1908.6831  -1.56198    
 1908.6858   1.60310    
 1908.6885  -3.50883    
 1908.6913 -0.680072    
 1908.6940  -4.83643    
 1908.6968  0.245094E-02
 1908.6995 -0.833189    
 1908.7021  -4.58090    
 1908.7050  -2.30692    
 1908.7076  -1.56894    
 1908.7103  -3.23369    
 1908.7131  -1.05405    
 1908.7158   2.52306    
 1908.7186   3.75582    
 1908.7213   1.41297    
 1908.7240   2.87510    
 1908.7268 -0.262882    
 1908.7295  -4.30396    
 1908.7323  -4.27308    
 1908.7350  -4.25618    
 1908.7377  -4.26623    
 1908.7405 -0.446594    
 1908.7432  -2.12252    
 1908.7458   2.61452    
 1908.7487   3.35578    
 1908.7513   3.53456    
 1908.7542   3.31895    
 1908.7568   2.92133    
 1908.7595  -2.55924    
 1908.7623   3.63914    
 1908.7650   3.08883    
 1908.7677   1.50656    
 1908.7705   1.27759    
 1908.7732 -0.668649    
 1908.7760   1.42537    
 1908.7787   2.06908    
 1908.7814  0.728612    
 1908.7842  -1.37164    
 1908.7869  -3.39550    
 1908.7897  -3.14901    
 1908.7924  -3.29773    
 1908.7950  -1.23651    
 1908.7979   2.30750    
 1908.8005   4.37056    
 1908.8032   4.34447    
 1908.8060  -3.01993    
 1908.8087  -1.48620    
 1908.8115   2.66425    
 1908.8142  -2.89005    
 1908.8169   1.95059    
 1908.8197 -0.202739    
 1908.8224  -2.74288    
 1908.8252   3.11535    
 1908.8279   3.11023    
 1908.8306   3.51088    
 1908.8334  -2.37157    
 1908.8361  -1.88396    
 1908.8387  -2.21589    
 1908.8416  -1.38191    
 1908.8442  0.838018    
 1908.8470   5.24458    
 1908.8497   5.26912    
 1908.8524   4.59059    
 1908.8552   5.20508    
 1908.8579   4.04004    
 1908.8606   1.87665    
 1908.8634  0.895315    
 1908.8661  -1.97629    
 1908.8689  -1.92663    
 1908.8716  -1.18919    
 1908.8743 -0.153874    
 1908.8771   1.19441    
 1908.8798  -1.75618    
 1908.8826  -1.41524    
 1908.8853   1.22018    
 1908.8879  0.762235    
 1908.8907  -1.39110    
 1908.8934  -1.53441    
 1908.8961  -1.49650    
 1908.8989   2.95067    
 1908.9016 -0.817657    
 1908.9044  0.190270    
 1908.9071  -1.12137    
 1908.9098  -1.42328    
 1908.9126  -1.44865    
 1908.9153  -1.45852    
 1908.9181  -1.47351    
 1908.9208  -1.48933    
 1908.9235  -1.49413    
 1908.9263  -1.47384    
 1908.9290  -1.47128    
 1908.9316  -1.43373    
 1908.9344  -1.38760    
 1908.9371  -1.35841    
 1908.9399  -1.33679    
 1908.9426 -0.999892    
 1908.9453  -1.28364    
 1908.9481  -1.27157    
 1908.9508  -1.25899    
 1908.9535  -1.26054    
 1908.9563  -1.27434    
 1908.9590   3.20389    
 1908.9618  -1.32317    
 1908.9645   1.05766    
 1908.9672  -1.33932    
 1908.9700  -1.33034    
 1908.9727  -1.32357    
 1908.9755  -1.30984    
 1908.9781  -1.30641    
 1908.9808  -1.31924    
 1908.9836  -1.34105    
 1908.9863   2.75874    
 1908.9890   4.35034    
 1908.9918 -0.546126    
